ID	Driver	RelativePos	RelativeQuali
2001-Austrian Grand Prix-Benneton	Giancarlo Fisichella	-8	0.815
2001-Austrian Grand Prix-Ferrari	Michael Schumacher	1	0.224
2001-Austrian Grand Prix-Ferrari	Rubens Barrichello	-1	-0.224
2001-Austrian Grand Prix-Jaguar	Eddie Irvine	6	0.12
2001-Austrian Grand Prix-Jaguar	Pedro de la Rosa	-6	-0.12
2001-Austrian Grand Prix-Jordan	Jarno Trulli	4	0.721
2001-Austrian Grand Prix-Jordan	Heinz-Harald Frentzen	-4	-0.721
2001-Austrian Grand Prix-McLaren	David Coulthard	20	0.011
2001-Austrian Grand Prix-McLaren	Mika Hakkinen	-20	-0.011
2001-Austrian Grand Prix-Minardi	Fernando Alonso	1	0.945
2001-Austrian Grand Prix-Minardi	Tarso Marques	-1	-0.945
2001-Austrian Grand Prix-Prost	Jean Alesi	1	-0.704
2001-Austrian Grand Prix-Prost	Luciano Burti	-1	0.704
2001-Austrian Grand Prix-Sauber	Kimi R<e4>ikk<f6>nen	5	-0.185
2001-Austrian Grand Prix-Sauber	Nick Heidfeld	-5	0.185
2001-Austrian Grand Prix-Williams	Juan Pablo Montoya	5	0.083
2001-Austrian Grand Prix-Williams	Ralf Schumacher	-5	-0.083
2001-Belgian Grand Prix-Arrows	Jos Verstappen	2	1.009
2001-Belgian Grand Prix-Arrows	Enrique Bernoldi	-2	-1.009
2001-Belgian Grand Prix-BAR	Jacques Villeneuve	3	1.8
2001-Belgian Grand Prix-BAR	Olivier Panis	-3	-1.8
2001-Belgian Grand Prix-Benneton	Giancarlo Fisichella	12	1.919
2001-Belgian Grand Prix-Benneton	Jenson Button	-12	-1.919
2001-Belgian Grand Prix-Ferrari	Michael Schumacher	4	1.431
2001-Belgian Grand Prix-Ferrari	Rubens Barrichello	-4	-1.431
2001-Belgian Grand Prix-Jaguar	Pedro de la Rosa	3	1.17
2001-Belgian Grand Prix-Jaguar	Eddie Irvine	-3	-1.17
2001-Belgian Grand Prix-Jordan	Jean Alesi	8	0.519
2001-Belgian Grand Prix-Jordan	Jarno Trulli	-8	-0.519
2001-Belgian Grand Prix-McLaren	David Coulthard	2	-0.965
2001-Belgian Grand Prix-McLaren	Mika Hakkinen	-2	0.965
2001-Belgian Grand Prix-Minardi	Tarso Marques	9	-1.61
2001-Belgian Grand Prix-Minardi	Fernando Alonso	-9	1.61
2001-Belgian Grand Prix-Prost	Heinz-Harald Frentzen	12	4.667
2001-Belgian Grand Prix-Prost	Luciano Burti	-12	-4.667
2001-Belgian Grand Prix-Sauber	Nick Heidfeld	1	-0.252
2001-Belgian Grand Prix-Sauber	Kimi R<e4>ikk<f6>nen	-1	0.252
2001-Belgian Grand Prix-Williams	Ralf Schumacher	9	-0.887
2001-Belgian Grand Prix-Williams	Juan Pablo Montoya	-9	0.887
2001-Brazilian Grand Prix-Arrows	Jos Verstappen	3	-0.047
2001-Brazilian Grand Prix-Arrows	Enrique Bernoldi	-3	0.047
2001-Brazilian Grand Prix-BAR	Olivier Panis	3	0.136
2001-Brazilian Grand Prix-BAR	Jacques Villeneuve	-3	-0.136
2001-Brazilian Grand Prix-Benneton	Giancarlo Fisichella	4	0.054
2001-Brazilian Grand Prix-Benneton	Jenson Button	-4	-0.054
2001-Brazilian Grand Prix-Ferrari	Michael Schumacher	19	0.411
2001-Brazilian Grand Prix-Ferrari	Rubens Barrichello	-19	-0.411
2001-Brazilian Grand Prix-Jaguar	Eddie Irvine	3	0.179
2001-Brazilian Grand Prix-Jaguar	Luciano Burti	-3	-0.179
2001-Brazilian Grand Prix-Jordan	Jarno Trulli	6	0.003
2001-Brazilian Grand Prix-Jordan	Heinz-Harald Frentzen	-6	-0.003
2001-Brazilian Grand Prix-McLaren	David Coulthard	21	-0.056
2001-Brazilian Grand Prix-McLaren	Mika Hakkinen	-21	0.056
2001-Brazilian Grand Prix-Minardi	Tarso Marques	10	-0.6
2001-Brazilian Grand Prix-Minardi	Fernando Alonso	-10	0.6
2001-Brazilian Grand Prix-Prost	Jean Alesi	5	1.083
2001-Brazilian Grand Prix-Prost	Gaston Mazzacane	-5	-1.083
2001-Brazilian Grand Prix-Sauber	Nick Heidfeld	9	0.114
2001-Brazilian Grand Prix-Sauber	Kimi R<e4>ikk<f6>nen	-9	-0.114
2001-Brazilian Grand Prix-Williams	Ralf Schumacher	2	0.075
2001-Brazilian Grand Prix-Williams	Juan Pablo Montoya	-2	-0.075
2001-British Grand Prix-Arrows	Jos Verstappen	4	0.539
2001-British Grand Prix-Arrows	Enrique Bernoldi	-4	-0.539
2001-British Grand Prix-BAR	Jacques Villeneuve	13	-0.6
2001-British Grand Prix-BAR	Olivier Panis	-13	0.6
2001-British Grand Prix-Benneton	Giancarlo Fisichella	2	-0.152
2001-British Grand Prix-Benneton	Jenson Button	-2	0.152
2001-British Grand Prix-Ferrari	Michael Schumacher	1	1.268
2001-British Grand Prix-Ferrari	Rubens Barrichello	-1	-1.268
2001-British Grand Prix-Jaguar	Eddie Irvine	3	-0.166
2001-British Grand Prix-Jaguar	Pedro de la Rosa	-3	0.166
2001-British Grand Prix-Jordan	Heinz-Harald Frentzen	13	-0.287
2001-British Grand Prix-Jordan	Jarno Trulli	-13	0.287
2001-British Grand Prix-McLaren	Mika Hakkinen	18	0.398
2001-British Grand Prix-McLaren	David Coulthard	-18	-0.398
2001-British Grand Prix-Minardi	Fernando Alonso	-16	-4.345
2001-British Grand Prix-Minardi		16	4.345
2001-British Grand Prix-Prost	Jean Alesi	7	0.343
2001-British Grand Prix-Prost	Luciano Burti	-7	-0.343
2001-British Grand Prix-Sauber	Kimi R<e4>ikk<f6>nen	1	0.2
2001-British Grand Prix-Sauber	Nick Heidfeld	-1	-0.2
2001-British Grand Prix-Williams	Juan Pablo Montoya	13	0.064
2001-British Grand Prix-Williams	Ralf Schumacher	-13	-0.064
2001-Canadian Grand Prix-Arrows	Jos Verstappen	5	0.672
2001-Canadian Grand Prix-Arrows	Enrique Bernoldi	-5	-0.672
2001-Canadian Grand Prix-BAR	Olivier Panis	1	0.264
2001-Canadian Grand Prix-BAR	Jacques Villeneuve	-1	-0.264
2001-Canadian Grand Prix-Benneton	Jenson Button	4	-0.411
2001-Canadian Grand Prix-Benneton	Giancarlo Fisichella	-4	0.411
2001-Canadian Grand Prix-Ferrari	Michael Schumacher	15	0.978
2001-Canadian Grand Prix-Ferrari	Rubens Barrichello	-15	-0.978
2001-Canadian Grand Prix-Jaguar	Pedro de la Rosa	15	0.001
2001-Canadian Grand Prix-Jaguar	Eddie Irvine	-15	-0.001
2001-Canadian Grand Prix-Jordan	Ricardo Zonta	4	-0.869
2001-Canadian Grand Prix-Jordan	Jarno Trulli	-4	0.869
2001-Canadian Grand Prix-McLaren	Mika Hakkinen	9	-0.556
2001-Canadian Grand Prix-McLaren	David Coulthard	-9	0.556
2001-Canadian Grand Prix-Minardi	Tarso Marques	10	-4.908
2001-Canadian Grand Prix-Minardi	Fernando Alonso	-10	4.908
2001-Canadian Grand Prix-Prost	Jean Alesi	3	0.575
2001-Canadian Grand Prix-Prost	Luciano Burti	-3	-0.575
2001-Canadian Grand Prix-Sauber	Kimi R<e4>ikk<f6>nen	16	0.29
2001-Canadian Grand Prix-Sauber	Nick Heidfeld	-16	-0.29
2001-Canadian Grand Prix-Williams	Ralf Schumacher	15	0.826
2001-Canadian Grand Prix-Williams	Juan Pablo Montoya	-15	-0.826
2001-European Grand Prix-Arrows	Jos Verstappen	4	-0.111
2001-European Grand Prix-Arrows	Enrique Bernoldi	-4	0.111
2001-European Grand Prix-BAR	Jacques Villeneuve	12	0.433
2001-European Grand Prix-BAR	Olivier Panis	-12	-0.433
2001-European Grand Prix-Benneton	Giancarlo Fisichella	2	1.248
2001-European Grand Prix-Benneton	Jenson Button	-2	-1.248
2001-European Grand Prix-Ferrari	Michael Schumacher	4	0.662
2001-European Grand Prix-Ferrari	Rubens Barrichello	-4	-0.662
2001-European Grand Prix-Jaguar	Eddie Irvine	1	1.039
2001-European Grand Prix-Jaguar	Pedro de la Rosa	-1	-1.039
2001-European Grand Prix-Jordan	Heinz-Harald Frentzen	1	-0.238
2001-European Grand Prix-Jordan	Jarno Trulli	-1	0.238
2001-European Grand Prix-McLaren	David Coulthard	3	0.059
2001-European Grand Prix-McLaren	Mika Hakkinen	-3	-0.059
2001-European Grand Prix-Minardi	Fernando Alonso	8	0.059
2001-European Grand Prix-Minardi	Tarso Marques	-8	-0.059
2001-European Grand Prix-Prost	Luciano Burti	3	-0.862
2001-European Grand Prix-Prost	Jean Alesi	-3	0.862
2001-European Grand Prix-Sauber	Kimi R<e4>ikk<f6>nen	7	0.036
2001-European Grand Prix-Sauber	Nick Heidfeld	-7	-0.036
2001-European Grand Prix-Williams	Juan Pablo Montoya	2	-0.264
2001-European Grand Prix-Williams	Ralf Schumacher	-2	0.264
2001-French Grand Prix-Arrows	Jos Verstappen	7	0.121
2001-French Grand Prix-Arrows	Enrique Bernoldi	-7	-0.121
2001-French Grand Prix-BAR	Olivier Panis	12	-0.085
2001-French Grand Prix-BAR	Jacques Villeneuve	-12	0.085
2001-French Grand Prix-Benneton	Giancarlo Fisichella	5	0.2
2001-French Grand Prix-Benneton	Jenson Button	-5	-0.2
2001-French Grand Prix-Ferrari	Michael Schumacher	2	0.868
2001-French Grand Prix-Ferrari	Rubens Barrichello	-2	-0.868
2001-French Grand Prix-Jaguar	Pedro de la Rosa	4	-0.579
2001-French Grand Prix-Jaguar	Eddie Irvine	-4	0.579
2001-French Grand Prix-Jordan	Jarno Trulli	3	0.505
2001-French Grand Prix-Jordan	Heinz-Harald Frentzen	-3	-0.505
2001-French Grand Prix-McLaren	David Coulthard	18	0.082
2001-French Grand Prix-McLaren	Mika Hakkinen	-18	-0.082
2001-French Grand Prix-Minardi	Tarso Marques	2	-0.461
2001-French Grand Prix-Minardi	Fernando Alonso	-2	0.461
2001-French Grand Prix-Prost	Luciano Burti	2	0.702
2001-French Grand Prix-Prost	Jean Alesi	-2	-0.702
2001-French Grand Prix-Sauber	Nick Heidfeld	1	0.441
2001-French Grand Prix-Sauber	Kimi R<e4>ikk<f6>nen	-1	-0.441
2001-French Grand Prix-Williams	Ralf Schumacher	17	0.636
2001-French Grand Prix-Williams	Juan Pablo Montoya	-17	-0.636
2001-German Grand Prix-Arrows	Enrique Bernoldi	1	0.202
2001-German Grand Prix-Arrows	Jos Verstappen	-1	-0.202
2001-German Grand Prix-BAR	Jacques Villeneuve	4	0.173
2001-German Grand Prix-BAR	Olivier Panis	-4	-0.173
2001-German Grand Prix-Benneton	Giancarlo Fisichella	1	0.139
2001-German Grand Prix-Benneton	Jenson Button	-1	-0.139
2001-German Grand Prix-Ferrari	Rubens Barrichello	13	-0.741
2001-German Grand Prix-Ferrari	Michael Schumacher	-13	0.741
2001-German Grand Prix-Jaguar	Eddie Irvine	4	-0.106
2001-German Grand Prix-Jaguar	Pedro de la Rosa	-4	0.106
2001-German Grand Prix-Jordan	Jarno Trulli	9	0.852
2001-German Grand Prix-Jordan	Ricardo Zonta	-9	-0.852
2001-German Grand Prix-McLaren	David Coulthard	7	-0.763
2001-German Grand Prix-McLaren	Mika Hakkinen	-7	0.763
2001-German Grand Prix-Minardi	Fernando Alonso	3	0.803
2001-German Grand Prix-Minardi	Tarso Marques	-3	-0.803
2001-German Grand Prix-Prost	Jean Alesi	10	0.489
2001-German Grand Prix-Prost	Luciano Burti	-10	-0.489
2001-German Grand Prix-Sauber	Kimi R<e4>ikk<f6>nen	4	-0.151
2001-German Grand Prix-Sauber	Nick Heidfeld	-4	0.151
2001-German Grand Prix-Williams	Ralf Schumacher	13	-0.019
2001-German Grand Prix-Williams	Juan Pablo Montoya	-13	0.019
2001-Hungarian Grand Prix-Arrows	Jos Verstappen	8	-0.131
2001-Hungarian Grand Prix-Arrows	Enrique Bernoldi	-8	0.131
2001-Hungarian Grand Prix-BAR	Jacques Villeneuve	7	0.17
2001-Hungarian Grand Prix-BAR	Olivier Panis	-7	-0.17
2001-Hungarian Grand Prix-Benneton	Giancarlo Fisichella	6	0.903
2001-Hungarian Grand Prix-Benneton	Jenson Button	-6	-0.903
2001-Hungarian Grand Prix-Ferrari	Michael Schumacher	1	0.894
2001-Hungarian Grand Prix-Ferrari	Rubens Barrichello	-1	-0.894
2001-Hungarian Grand Prix-Jaguar	Pedro de la Rosa	11	0.064
2001-Hungarian Grand Prix-Jaguar	Eddie Irvine	-11	-0.064
2001-Hungarian Grand Prix-Jordan	Jean Alesi	7	-1.077
2001-Hungarian Grand Prix-Jordan	Jarno Trulli	-7	1.077
2001-Hungarian Grand Prix-McLaren	David Coulthard	2	0.551
2001-Hungarian Grand Prix-McLaren	Mika Hakkinen	-2	-0.551
2001-Hungarian Grand Prix-Minardi	Tarso Marques	3	-1.515
2001-Hungarian Grand Prix-Minardi	Fernando Alonso	-3	1.515
2001-Hungarian Grand Prix-Prost	Heinz-Harald Frentzen	7	1.042
2001-Hungarian Grand Prix-Prost	Luciano Burti	-7	-1.042
2001-Hungarian Grand Prix-Sauber	Nick Heidfeld	1	0.167
2001-Hungarian Grand Prix-Sauber	Kimi R<e4>ikk<f6>nen	-1	-0.167
2001-Hungarian Grand Prix-Williams	Ralf Schumacher	4	0.786
2001-Hungarian Grand Prix-Williams	Juan Pablo Montoya	-4	-0.786
2001-Italian Grand Prix-Arrows	Enrique Bernoldi	3	0.067
2001-Italian Grand Prix-Arrows	Jos Verstappen	-3	-0.067
2001-Italian Grand Prix-BAR	Jacques Villeneuve	3	0.513
2001-Italian Grand Prix-BAR	Olivier Panis	-3	-0.513
2001-Italian Grand Prix-Benneton	Giancarlo Fisichella	11	-0.198
2001-Italian Grand Prix-Benneton	Jenson Button	-11	0.198
2001-Italian Grand Prix-Ferrari	Rubens Barrichello	2	0.096
2001-Italian Grand Prix-Ferrari	Michael Schumacher	-2	-0.096
2001-Italian Grand Prix-Jaguar	Pedro de la Rosa	14	0.338
2001-Italian Grand Prix-Jaguar	Eddie Irvine	-14	-0.338
2001-Italian Grand Prix-Jordan	Jean Alesi	14	-1.072
2001-Italian Grand Prix-Jordan	Jarno Trulli	-14	1.072
2001-Italian Grand Prix-McLaren	Mika Hakkinen	2	-0.246
2001-Italian Grand Prix-McLaren	David Coulthard	-2	0.246
2001-Italian Grand Prix-Minardi	Fernando Alonso	2	1.245
2001-Italian Grand Prix-Minardi	Alex Yoong	-2	-1.245
2001-Italian Grand Prix-Prost	Tomas Enge	4	-2.096
2001-Italian Grand Prix-Prost	Heinz-Harald Frentzen	-4	2.096
2001-Italian Grand Prix-Sauber	Kimi R<e4>ikk<f6>nen	4	-0.178
2001-Italian Grand Prix-Sauber	Nick Heidfeld	-4	0.178
2001-Italian Grand Prix-Williams	Juan Pablo Montoya	2	0.625
2001-Italian Grand Prix-Williams	Ralf Schumacher	-2	-0.625
2001-Japanese Grand Prix-Arrows	Enrique Bernoldi	1	0.088
2001-Japanese Grand Prix-Arrows	Jos Verstappen	-1	-0.088
2001-Japanese Grand Prix-BAR	Jacques Villeneuve	3	0.657
2001-Japanese Grand Prix-BAR	Olivier Panis	-3	-0.657
2001-Japanese Grand Prix-Benneton	Jenson Button	10	-0.545
2001-Japanese Grand Prix-Benneton	Giancarlo Fisichella	-10	0.545
2001-Japanese Grand Prix-Ferrari	Michael Schumacher	4	0.839
2001-Japanese Grand Prix-Ferrari	Rubens Barrichello	-4	-0.839
2001-Japanese Grand Prix-Jaguar	Pedro de la Rosa	2	-0.788
2001-Japanese Grand Prix-Jaguar	Eddie Irvine	-2	0.788
2001-Japanese Grand Prix-Jordan	Jarno Trulli	14	0.418
2001-Japanese Grand Prix-Jordan	Jean Alesi	-14	-0.418
2001-Japanese Grand Prix-McLaren	David Coulthard	1	-0.254
2001-Japanese Grand Prix-McLaren	Mika Hakkinen	-1	0.254
2001-Japanese Grand Prix-Minardi	Fernando Alonso	5	1.836
2001-Japanese Grand Prix-Minardi	Alex Yoong	-5	-1.836
2001-Japanese Grand Prix-Prost	Heinz-Harald Frentzen	7	1.314
2001-Japanese Grand Prix-Prost	Tomas Enge	-7	-1.314
2001-Japanese Grand Prix-Sauber	Nick Heidfeld	12	0.195
2001-Japanese Grand Prix-Sauber	Kimi R<e4>ikk<f6>nen	-12	-0.195
2001-Japanese Grand Prix-Williams	Juan Pablo Montoya	4	0.113
2001-Japanese Grand Prix-Williams	Ralf Schumacher	-4	-0.113
2001-Malaysian Grand Prix-Arrows	Jos Verstappen	11	-3.289
2001-Malaysian Grand Prix-Arrows	Enrique Bernoldi	-11	3.289
2001-Malaysian Grand Prix-BAR	Jacques Villeneuve	5	0.284
2001-Malaysian Grand Prix-BAR	Olivier Panis	-5	-0.284
2001-Malaysian Grand Prix-Benneton	Jenson Button	4	-0.172
2001-Malaysian Grand Prix-Benneton	Giancarlo Fisichella	-4	0.172
2001-Malaysian Grand Prix-Ferrari	Michael Schumacher	1	0.099
2001-Malaysian Grand Prix-Ferrari	Rubens Barrichello	-1	-0.099
2001-Malaysian Grand Prix-Jaguar	Luciano Burti	10	-0.895
2001-Malaysian Grand Prix-Jaguar	Eddie Irvine	-10	0.895
2001-Malaysian Grand Prix-Jordan	Heinz-Harald Frentzen	4	-0.398
2001-Malaysian Grand Prix-Jordan	Jarno Trulli	-4	0.398
2001-Malaysian Grand Prix-McLaren	David Coulthard	3	-0.377
2001-Malaysian Grand Prix-McLaren	Mika Hakkinen	-3	0.377
2001-Malaysian Grand Prix-Minardi	Fernando Alonso	1	-0.535
2001-Malaysian Grand Prix-Minardi	Tarso Marques	-1	0.535
2001-Malaysian Grand Prix-Prost	Jean Alesi	3	1.6
2001-Malaysian Grand Prix-Prost	Gaston Mazzacane	-3	-1.6
2001-Malaysian Grand Prix-Sauber	Nick Heidfeld	5	0.815
2001-Malaysian Grand Prix-Sauber	Kimi R<e4>ikk<f6>nen	-5	-0.815
2001-Malaysian Grand Prix-Williams	Ralf Schumacher	14	0.707
2001-Malaysian Grand Prix-Williams	Juan Pablo Montoya	-14	-0.707
2001-Monaco Grand Prix-Arrows	Jos Verstappen	1	0.513
2001-Monaco Grand Prix-Arrows	Enrique Bernoldi	-1	-0.513
2001-Monaco Grand Prix-BAR	Jacques Villeneuve	16	0.208
2001-Monaco Grand Prix-BAR	Olivier Panis	-16	-0.208
2001-Monaco Grand Prix-Benneton	Jenson Button	8	-1.122
2001-Monaco Grand Prix-Benneton	Giancarlo Fisichella	-8	1.122
2001-Monaco Grand Prix-Ferrari	Michael Schumacher	1	0.225
2001-Monaco Grand Prix-Ferrari	Rubens Barrichello	-1	-0.225
2001-Monaco Grand Prix-Jaguar	Eddie Irvine	15	1.601
2001-Monaco Grand Prix-Jaguar	Pedro de la Rosa	-15	-1.601
2001-Monaco Grand Prix-Jordan	Heinz-Harald Frentzen	2	-0.395
2001-Monaco Grand Prix-Jordan	Jarno Trulli	-2	0.395
2001-Monaco Grand Prix-McLaren	David Coulthard	14	0.319
2001-Monaco Grand Prix-McLaren	Mika Hakkinen	-14	-0.319
2001-Monaco Grand Prix-Minardi	Tarso Marques	1	-1.413
2001-Monaco Grand Prix-Minardi	Fernando Alonso	-1	1.413
2001-Monaco Grand Prix-Prost	Jean Alesi	11	2.526
2001-Monaco Grand Prix-Prost	Luciano Burti	-11	-2.526
2001-Monaco Grand Prix-Sauber	Kimi R<e4>ikk<f6>nen	12	0.18
2001-Monaco Grand Prix-Sauber	Nick Heidfeld	-12	-0.18
2001-Monaco Grand Prix-Williams	Ralf Schumacher	10	0.722
2001-Monaco Grand Prix-Williams	Juan Pablo Montoya	-10	-0.722
2001-San Marino Grand Prix-Arrows	Enrique Bernoldi	11	0.19
2001-San Marino Grand Prix-Arrows	Jos Verstappen	-11	-0.19
2001-San Marino Grand Prix-BAR	Olivier Panis	9	0.556
2001-San Marino Grand Prix-BAR	Jacques Villeneuve	-9	-0.556
2001-San Marino Grand Prix-Benneton	Jenson Button	4	-0.856
2001-San Marino Grand Prix-Benneton	Giancarlo Fisichella	-4	0.856
2001-San Marino Grand Prix-Ferrari	Rubens Barrichello	16	-0.193
2001-San Marino Grand Prix-Ferrari	Michael Schumacher	-16	0.193
2001-San Marino Grand Prix-Jaguar	Luciano Burti	4	-0.18
2001-San Marino Grand Prix-Jaguar	Eddie Irvine	-4	0.18
2001-San Marino Grand Prix-Jordan	Jarno Trulli	1	0.778
2001-San Marino Grand Prix-Jordan	Heinz-Harald Frentzen	-1	-0.778
2001-San Marino Grand Prix-McLaren	David Coulthard	2	0.228
2001-San Marino Grand Prix-McLaren	Mika Hakkinen	-2	-0.228
2001-San Marino Grand Prix-Minardi	Tarso Marques	9	-1.426
2001-San Marino Grand Prix-Minardi	Fernando Alonso	-9	1.426
2001-San Marino Grand Prix-Prost	Jean Alesi	9	2.339
2001-San Marino Grand Prix-Prost	Gaston Mazzacane	-9	-2.339
2001-San Marino Grand Prix-Sauber	Nick Heidfeld	13	-0.336
2001-San Marino Grand Prix-Sauber	Kimi R<e4>ikk<f6>nen	-13	0.336
2001-San Marino Grand Prix-Williams	Ralf Schumacher	13	0.784
2001-San Marino Grand Prix-Williams	Juan Pablo Montoya	-13	-0.784
2001-Spanish Grand Prix-Arrows	Jos Verstappen	8	-0.041
2001-Spanish Grand Prix-Arrows	Enrique Bernoldi	-8	0.041
2001-Spanish Grand Prix-BAR	Jacques Villeneuve	4	0.357
2001-Spanish Grand Prix-BAR	Olivier Panis	-4	-0.357
2001-Spanish Grand Prix-Benneton	Giancarlo Fisichella	1	0.851
2001-Spanish Grand Prix-Benneton	Jenson Button	-1	-0.851
2001-Spanish Grand Prix-Ferrari	Michael Schumacher	16	0.473
2001-Spanish Grand Prix-Ferrari	Rubens Barrichello	-16	-0.473
2001-Spanish Grand Prix-Jaguar	Eddie Irvine	3	1.012
2001-Spanish Grand Prix-Jaguar	Pedro de la Rosa	-3	-1.012
2001-Spanish Grand Prix-Jordan	Jarno Trulli	18	0.057
2001-Spanish Grand Prix-Jordan	Heinz-Harald Frentzen	-18	-0.057
2001-Spanish Grand Prix-McLaren	David Coulthard	4	-0.349
2001-Spanish Grand Prix-McLaren	Mika Hakkinen	-4	0.349
2001-Spanish Grand Prix-Minardi	Fernando Alonso	3	1.485
2001-Spanish Grand Prix-Minardi	Tarso Marques	-3	-1.485
2001-Spanish Grand Prix-Prost	Jean Alesi	1	-0.016
2001-Spanish Grand Prix-Prost	Luciano Burti	-1	0.016
2001-Spanish Grand Prix-Sauber	Nick Heidfeld	2	-0.003
2001-Spanish Grand Prix-Sauber	Kimi R<e4>ikk<f6>nen	-2	0.003
2001-Spanish Grand Prix-Williams	Juan Pablo Montoya	17	-0.644
2001-Spanish Grand Prix-Williams	Ralf Schumacher	-17	0.644
2001-United States Grand Prix-Arrows	Enrique Bernoldi	4	0.009
2001-United States Grand Prix-Arrows	Jos Verstappen	-4	-0.009
2001-United States Grand Prix-BAR	Olivier Panis	5	0.89
2001-United States Grand Prix-BAR	Jacques Villeneuve	-5	-0.89
2001-United States Grand Prix-Benneton	Giancarlo Fisichella	1	-0.137
2001-United States Grand Prix-Benneton	Jenson Button	-1	0.137
2001-United States Grand Prix-Ferrari	Michael Schumacher	13	0.619
2001-United States Grand Prix-Ferrari	Rubens Barrichello	-13	-0.619
2001-United States Grand Prix-Jaguar	Eddie Irvine	7	0.49
2001-United States Grand Prix-Jaguar	Pedro de la Rosa	-7	-0.49
2001-United States Grand Prix-Jordan	Jarno Trulli	3	0.002
2001-United States Grand Prix-Jordan	Jean Alesi	-3	-0.002
2001-United States Grand Prix-McLaren	Mika Hakkinen	2	0.191
2001-United States Grand Prix-McLaren	David Coulthard	-2	-0.191
2001-United States Grand Prix-Minardi	Alex Yoong	2	-1.256
2001-United States Grand Prix-Minardi	Fernando Alonso	-2	1.256
2001-United States Grand Prix-Prost	Heinz-Harald Frentzen	4	0.904
2001-United States Grand Prix-Prost	Tomas Enge	-4	-0.904
2001-United States Grand Prix-Sauber	Nick Heidfeld	16	0.447
2001-United States Grand Prix-Sauber	Kimi R<e4>ikk<f6>nen	-16	-0.447
2001-United States Grand Prix-Williams	Juan Pablo Montoya	2	-0.266
2001-United States Grand Prix-Williams	Ralf Schumacher	-2	0.266
2002-Australian Grand Prix-Arrows	Heinz-Harald Frentzen	1	0.264
2002-Australian Grand Prix-Arrows	Enrique Bernoldi	-1	-0.264
2002-Australian Grand Prix-BAR	Jacques Villeneuve	11	-0.276
2002-Australian Grand Prix-BAR	Olivier Panis	-11	0.276
2002-Australian Grand Prix-Ferrari	Michael Schumacher	14	-0.005
2002-Australian Grand Prix-Ferrari	Rubens Barrichello	-14	0.005
2002-Australian Grand Prix-Jaguar	Eddie Irvine	4	0.079
2002-Australian Grand Prix-Jaguar	Pedro de la Rosa	-4	-0.079
2002-Australian Grand Prix-Jordan	Takuma Sato	4	-25.482
2002-Australian Grand Prix-Jordan	Giancarlo Fisichella	-4	25.482
2002-Australian Grand Prix-McLaren	Kimi R<e4>ikk<f6>nen	6	-0.715
2002-Australian Grand Prix-McLaren	David Coulthard	-6	0.715
2002-Australian Grand Prix-Minardi	Mark Webber	2	1.418
2002-Australian Grand Prix-Minardi	Alex Yoong	-2	-1.418
2002-Australian Grand Prix-Renault	Jarno Trulli	6	0.651
2002-Australian Grand Prix-Renault	Jenson Button	-6	-0.651
2002-Australian Grand Prix-Sauber	Felipe Massa	1	0.26
2002-Australian Grand Prix-Sauber	Nick Heidfeld	-1	-0.26
2002-Australian Grand Prix-Toyota	Mika Salo	16	0.431
2002-Australian Grand Prix-Toyota	Allan McNish	-16	-0.431
2002-Australian Grand Prix-Williams	Juan Pablo Montoya	14	-0.97
2002-Australian Grand Prix-Williams	Ralf Schumacher	-14	0.97
2002-Austrian Grand Prix-Arrows	Heinz-Harald Frentzen	10	0.052
2002-Austrian Grand Prix-Arrows	Enrique Bernoldi	-10	-0.052
2002-Austrian Grand Prix-BAR	Jacques Villeneuve	8	-0.49
2002-Austrian Grand Prix-BAR	Olivier Panis	-8	0.49
2002-Austrian Grand Prix-Ferrari	Michael Schumacher	1	-0.622
2002-Austrian Grand Prix-Ferrari	Rubens Barrichello	-1	0.622
2002-Austrian Grand Prix-Jaguar	Eddie Irvine	7	-0.208
2002-Austrian Grand Prix-Jaguar	Pedro de la Rosa	-7	0.208
2002-Austrian Grand Prix-Jordan	Giancarlo Fisichella	12	0.157
2002-Austrian Grand Prix-Jordan	Takuma Sato	-12	-0.157
2002-Austrian Grand Prix-McLaren	David Coulthard	14	-0.181
2002-Austrian Grand Prix-McLaren	Kimi R<e4>ikk<f6>nen	-14	0.181
2002-Austrian Grand Prix-Minardi	Mark Webber	2	0.948
2002-Austrian Grand Prix-Minardi	Alex Yoong	-2	-0.948
2002-Austrian Grand Prix-Renault	Jenson Button	6	0.2
