ID	Driver1	Driver2	PosDriver1	PosDriver2	QualiDriver1	QualiDriver2
2011-Canadian Grand Prix-McLaren	Jenson Button	Lewis Hamilton	23	-23	-0.273	0.273
2011-Canadian Grand Prix-Mercedes	Michael Schumacher	Nico Rosberg	7	-7	-0.05	0.05
2011-Canadian Grand Prix-Red Bull	Sebastian Vettel	Mark Webber	1	-1	0.415	-0.415
2011-Canadian Grand Prix-Renault	Vitaly Petrov	Nick Heidfeld	15	-15	-0.023	0.023
2011-Canadian Grand Prix-Sauber	Kamui Kobayashi	Pedro de la Rosa	5	-5	0.302	-0.302
2011-Canadian Grand Prix-Toro Rosso	Jaime Alguersuari	S<e9>bastien Buemi	2	-2	-0.96	0.96
2011-Canadian Grand Prix-Virgin	Jerome d'Ambrosio	Timo Glock	1	-1	-0.877	0.877
2011-Canadian Grand Prix-Williams	Rubens Barrichello	Pastor Maldonado	10	-10	-0.318	0.318
2011-Chinese Grand Prix-Ferrari	Felipe Massa	Fernando Alonso	1	-1	-0.026	0.026
2011-Chinese Grand Prix-Force India	Paul di Resta	Adrian Sutil	4	-4	-0.316	0.316
2011-Chinese Grand Prix-HRT	Vitantonio Liuzzi	Narain Karthikeyan	1	-1	0.233	-0.233
2011-Chinese Grand Prix-Lotus	Heikki Kovalainen	Jarno Trulli	3	-3	0.424	-0.424
2011-Chinese Grand Prix-McLaren	Lewis Hamilton	Jenson Button	3	-3	-0.042	0.042
2011-Chinese Grand Prix-Mercedes	Nico Rosberg	Michael Schumacher	3	-3	1.787	-1.787
2011-Chinese Grand Prix-Red Bull	Sebastian Vettel	Mark Webber	1	-1	2.762	-2.762
2011-Chinese Grand Prix-Renault	Vitaly Petrov	Nick Heidfeld	3	-3	2.905	-2.905
2011-Chinese Grand Prix-Sauber	Kamui Kobayashi	Sergio P<e9>rez	7	-7	-0.183	0.183
2011-Chinese Grand Prix-Toro Rosso	S<e9>bastien Buemi	Jaime Alguersuari	10	-10	-0.045	0.045
2011-Chinese Grand Prix-Virgin	Jerome d'Ambrosio	Timo Glock	1	-1	0.589	-0.589
2011-Chinese Grand Prix-Williams	Rubens Barrichello	Pastor Maldonado	5	-5	0.491	-0.491
2011-European Grand Prix-Ferrari	Fernando Alonso	Felipe Massa	3	-3	0.081	-0.081
2011-European Grand Prix-Force India	Adrian Sutil	Paul di Resta	5	-5	2.447	-2.447
2011-European Grand Prix-HRT	Vitantonio Liuzzi	Narain Karthikeyan	1	-1	0.779	-0.779
2011-European Grand Prix-Lotus	Heikki Kovalainen	Jarno Trulli	1	-1	0.57	-0.57
2011-European Grand Prix-McLaren	Lewis Hamilton	Jenson Button	2	-2	0.265	-0.265
2011-European Grand Prix-Mercedes	Nico Rosberg	Michael Schumacher	10	-10	0.009	-0.009
2011-European Grand Prix-Red Bull	Sebastian Vettel	Mark Webber	2	-2	0.188	-0.188
2011-European Grand Prix-Renault	Nick Heidfeld	Vitaly Petrov	5	-5	2.093	-2.093
2011-European Grand Prix-Sauber	Sergio P<e9>rez	Kamui Kobayashi	5	-5	-0.132	0.132
2011-European Grand Prix-Toro Rosso	Jaime Alguersuari	S<e9>bastien Buemi	5	-5	-0.521	0.521
2011-European Grand Prix-Virgin	Timo Glock	Jerome d'Ambrosio	1	-1	1.182	-1.182
2011-European Grand Prix-Williams	Rubens Barrichello	Pastor Maldonado	6	-6	0.156	-0.156
2011-German Grand Prix-Ferrari	Fernando Alonso	Felipe Massa	3	-3	0.468	-0.468
2011-German Grand Prix-Force India	Adrian Sutil	Paul di Resta	7	-7	0.55	-0.55
2011-German Grand Prix-HRT	Daniel Ricciardo	Vitantonio Liuzzi	2	-2	-0.025	0.025
2011-German Grand Prix-Lotus	Heikki Kovalainen	Karun Chandhok	4	-4	0.823	-0.823
2011-German Grand Prix-McLaren	Lewis Hamilton	Jenson Button	21	-21	1.154	-1.154
2011-German Grand Prix-Mercedes	Nico Rosberg	Michael Schumacher	1	-1	1.219	-1.219
2011-German Grand Prix-Red Bull	Mark Webber	Sebastian Vettel	1	-1	0.137	-0.137
2011-German Grand Prix-Renault	Vitaly Petrov	Nick Heidfeld	14	-14	0.028	-0.028
2011-German Grand Prix-Sauber	Kamui Kobayashi	Sergio P<e9>rez	2	-2	-0.61	0.61
2011-German Grand Prix-Toro Rosso	Jaime Alguersuari	S<e9>bastien Buemi	3	-3	-0.152	0.152
2011-German Grand Prix-Virgin	Timo Glock	Jerome d'Ambrosio	1	-1	0.241	-0.241
2011-German Grand Prix-Williams	Pastor Maldonado	Rubens Barrichello	9	-9	0.408	-0.408
2011-Hungarian Grand Prix-Ferrari	Fernando Alonso	Felipe Massa	3	-3	-0.015	0.015
2011-Hungarian Grand Prix-Force India	Paul di Resta	Adrian Sutil	7	-7	-0.811	0.811
2011-Hungarian Grand Prix-HRT	Daniel Ricciardo	Vitantonio Liuzzi	2	-2	-0.156	0.156
2011-Hungarian Grand Prix-Lotus	Heikki Kovalainen	Jarno Trulli	3	-3	0.172	-0.172
2011-Hungarian Grand Prix-McLaren	Jenson Button	Lewis Hamilton	3	-3	-0.046	0.046
2011-Hungarian Grand Prix-Mercedes	Nico Rosberg	Michael Schumacher	13	-13	0.809	-0.809
2011-Hungarian Grand Prix-Red Bull	Sebastian Vettel	Mark Webber	3	-3	0.659	-0.659
2011-Hungarian Grand Prix-Renault	Vitaly Petrov	Nick Heidfeld	11	-11	0.186	-0.186
2011-Hungarian Grand Prix-Sauber	Kamui Kobayashi	Sergio P<e9>rez	4	-4	-2.62	2.62
2011-Hungarian Grand Prix-Toro Rosso	S<e9>bastien Buemi	Jaime Alguersuari	2	-2	-1.091	1.091
2011-Hungarian Grand Prix-Virgin	Timo Glock	Jerome d'Ambrosio	2	-2	0.216	-0.216
2011-Hungarian Grand Prix-Williams	Rubens Barrichello	Pastor Maldonado	3	-3	-2.869	2.869
2011-Indian Grand Prix-Ferrari	Fernando Alonso	Felipe Massa	17	-17	0.603	-0.603
2011-Indian Grand Prix-Force India	Adrian Sutil	Paul di Resta	4	-4	2.325	-2.325
2011-Indian Grand Prix-HRT	Narain Karthikeyan	Daniel Ricciardo	1	-1	-0.022	0.022
2011-Indian Grand Prix-Lotus	Heikki Kovalainen	Jarno Trulli	5	-5	-0.045	0.045
2011-Indian Grand Prix-McLaren	Jenson Button	Lewis Hamilton	5	-5	-0.476	0.476
2011-Indian Grand Prix-Mercedes	Michael Schumacher	Nico Rosberg	1	-1	-0.886	0.886
2011-Indian Grand Prix-Red Bull	Sebastian Vettel	Mark Webber	3	-3	0.33	-0.33
2011-Indian Grand Prix-Renault	Vitaly Petrov	Bruno Senna	1	-1	0.332	-0.332
2011-Indian Grand Prix-Sauber	Sergio P<e9>rez	Kamui Kobayashi	14	-14	0.314	-0.314
2011-Indian Grand Prix-Toro Rosso	Jaime Alguersuari	S<e9>bastien Buemi	13	-13	0.0	0.0
2011-Indian Grand Prix-Virgin	Jerome d'Ambrosio	Timo Glock	7	-7	3.18	-3.18
2011-Indian Grand Prix-Williams	Rubens Barrichello	Pastor Maldonado	7	-7	-0.71	0.71
2011-Italian Grand Prix-Ferrari	Fernando Alonso	Felipe Massa	3	-3	0.347	-0.347
2011-Italian Grand Prix-Force India	Paul di Resta	Adrian Sutil	10	-10	0.046	-0.046
2011-Italian Grand Prix-HRT	Vitantonio Liuzzi	Daniel Ricciardo	2	-2	-0.177	0.177
2011-Italian Grand Prix-Lotus	Heikki Kovalainen	Jarno Trulli	1	-1	-0.527	0.527
2011-Italian Grand Prix-McLaren	Jenson Button	Lewis Hamilton	2	-2	-0.052	0.052
2011-Italian Grand Prix-Mercedes	Michael Schumacher	Nico Rosberg	18	-18	1.7	-1.7
2011-Italian Grand Prix-Red Bull	Sebastian Vettel	Mark Webber	18	-18	0.697	-0.697
2011-Italian Grand Prix-Renault	Bruno Senna	Vitaly Petrov	12	-12	1.255	-1.255
2011-Italian Grand Prix-Sauber	Sergio P<e9>rez	Kamui Kobayashi	1	-1	0.22	-0.22
2011-Italian Grand Prix-Toro Rosso	Jaime Alguersuari	S<e9>bastien Buemi	3	-3	-0.402	0.402
2011-Italian Grand Prix-Virgin	Timo Glock	Jerome d'Ambrosio	5	-5	0.018	-0.018
2011-Italian Grand Prix-Williams	Pastor Maldonado	Rubens Barrichello	1	-1	-0.078	0.078
2011-Japanese Grand Prix-Ferrari	Fernando Alonso	Felipe Massa	5	-5	-0.082	0.082
2011-Japanese Grand Prix-Force India	Adrian Sutil	Paul di Resta	1	-1	0.283	-0.283
2011-Japanese Grand Prix-HRT	Daniel Ricciardo	Vitantonio Liuzzi	1	-1	-7.38	7.38
2011-Japanese Grand Prix-Lotus	Heikki Kovalainen	Jarno Trulli	1	-1	0.06	-0.06
2011-Japanese Grand Prix-McLaren	Jenson Button	Lewis Hamilton	4	-4	0.142	-0.142
2011-Japanese Grand Prix-Mercedes	Michael Schumacher	Nico Rosberg	4	-4	0.0	0.0
2011-Japanese Grand Prix-Red Bull	Sebastian Vettel	Mark Webber	1	-1	0.69	-0.69
2011-Japanese Grand Prix-Renault	Vitaly Petrov	Bruno Senna	7	-7	0.0	0.0
2011-Japanese Grand Prix-Sauber	Sergio P<e9>rez	Kamui Kobayashi	5	-5	0.0	0.0
2011-Japanese Grand Prix-Toro Rosso	Jaime Alguersuari	S<e9>bastien Buemi	9	-9	-0.2	0.2
2011-Japanese Grand Prix-Virgin	Timo Glock	Jerome d'Ambrosio	1	-1	-0.068	0.068
2011-Japanese Grand Prix-Williams	Pastor Maldonado	Rubens Barrichello	3	-3	-0.145	0.145
2011-Korean Grand Prix-Ferrari	Fernando Alonso	Felipe Massa	1	-1	-0.149	0.149
2011-Korean Grand Prix-Force India	Paul di Resta	Adrian Sutil	1	-1	0.0	0.0
2011-Korean Grand Prix-HRT	Daniel Ricciardo	Vitantonio Liuzzi	2	-2	7.938	-7.938
2011-Korean Grand Prix-Lotus	Heikki Kovalainen	Jarno Trulli	3	-3	0.579	-0.579
2011-Korean Grand Prix-McLaren	Lewis Hamilton	Jenson Button	2	-2	0.306	-0.306
2011-Korean Grand Prix-Mercedes	Nico Rosberg	Michael Schumacher	16	-16	0.6	-0.6
2011-Korean Grand Prix-Red Bull	Sebastian Vettel	Mark Webber	2	-2	0.426	-0.426
2011-Korean Grand Prix-Renault	Bruno Senna	Vitaly Petrov	10	-10	-0.667	0.667
2011-Korean Grand Prix-Sauber	Kamui Kobayashi	Sergio P<e9>rez	1	-1	0.668	-0.668
2011-Korean Grand Prix-Toro Rosso	Jaime Alguersuari	S<e9>bastien Buemi	2	-2	0.193	-0.193
2011-Korean Grand Prix-Virgin	Timo Glock	Jerome d'Ambrosio	2	-2	1.392	-1.392
2011-Korean Grand Prix-Williams	Rubens Barrichello	Pastor Maldonado	10	-10	-0.349	0.349
2011-Malaysian Grand Prix-Ferrari	Felipe Massa	Fernando Alonso	1	-1	-0.449	0.449
2011-Malaysian Grand Prix-Force India	Paul di Resta	Adrian Sutil	1	-1	0.223	-0.223
2011-Malaysian Grand Prix-HRT	Vitantonio Liuzzi	Narain Karthikeyan	5	-5	1.025	-1.025
2011-Malaysian Grand Prix-Lotus	Heikki Kovalainen	Jarno Trulli	5	-5	0.146	-0.146
2011-Malaysian Grand Prix-McLaren	Jenson Button	Lewis Hamilton	6	-6	-0.226	0.226
2011-Malaysian Grand Prix-Mercedes	Michael Schumacher	Nico Rosberg	3	-3	-0.226	0.226
2011-Malaysian Grand Prix-Red Bull	Sebastian Vettel	Mark Webber	3	-3	0.309	-0.309
2011-Malaysian Grand Prix-Renault	Nick Heidfeld	Vitaly Petrov	14	-14	0.2	-0.2
2011-Malaysian Grand Prix-Sauber	Kamui Kobayashi	Sergio P<e9>rez	14	-14	0.708	-0.708
2011-Malaysian Grand Prix-Toro Rosso	S<e9>bastien Buemi	Jaime Alguersuari	1	-1	0.187	-0.187
2011-Malaysian Grand Prix-Virgin	Timo Glock	Jerome d'Ambrosio	3	-3	0.353	-0.353
2011-Malaysian Grand Prix-Williams	Rubens Barrichello	Pastor Maldonado	2	-2	0.78	-0.78
2011-Monaco Grand Prix-Ferrari	Fernando Alonso	Felipe Massa	19	-19	0.047	-0.047
2011-Monaco Grand Prix-Force India	Adrian Sutil	Paul di Resta	5	-5	-0.003	0.003
2011-Monaco Grand Prix-HRT	Vitantonio Liuzzi	Narain Karthikeyan	1	-1	0.0	0.0
2011-Monaco Grand Prix-Lotus	Jarno Trulli	Heikki Kovalainen	1	-1	-0.038	0.038
2011-Monaco Grand Prix-McLaren	Jenson Button	Lewis Hamilton	3	-3	1.283	-1.283
2011-Monaco Grand Prix-Mercedes	Nico Rosberg	Michael Schumacher	11	-11	-1.084	1.084
2011-Monaco Grand Prix-Red Bull	Sebastian Vettel	Mark Webber	3	-3	0.463	-0.463
2011-Monaco Grand Prix-Renault	Nick Heidfeld	Vitaly Petrov	11	-11	-0.399	0.399
2011-Monaco Grand Prix-Sauber	Kamui Kobayashi	Sergio P<e9>rez	19	-19	-2.417	2.417
2011-Monaco Grand Prix-Toro Rosso	S<e9>bastien Buemi	Jaime Alguersuari	10	-10	1.52	-1.52
2011-Monaco Grand Prix-Virgin	Jerome d'Ambrosio	Timo Glock	8	-8	-0.822	0.822
2011-Monaco Grand Prix-Williams	Rubens Barrichello	Pastor Maldonado	9	-9	0.702	-0.702
2011-Singapore Grand Prix-Ferrari	Fernando Alonso	Felipe Massa	5	-5	0.926	-0.926
2011-Singapore Grand Prix-Force India	Paul di Resta	Adrian Sutil	2	-2	0.0	0.0
2011-Singapore Grand Prix-HRT	Daniel Ricciardo	Vitantonio Liuzzi	1	-1	0.406	-0.406
2011-Singapore Grand Prix-Lotus	Heikki Kovalainen	Jarno Trulli	6	-6	0.064	-0.064
2011-Singapore Grand Prix-McLaren	Jenson Button	Lewis Hamilton	3	-3	0.005	-0.005
2011-Singapore Grand Prix-Mercedes	Nico Rosberg	Michael Schumacher	16	-16	-1.632	1.632
2011-Singapore Grand Prix-Red Bull	Sebastian Vettel	Mark Webber	2	-2	0.351	-0.351
2011-Singapore Grand Prix-Renault	Bruno Senna	Vitaly Petrov	2	-2	1.173	-1.173
2011-Singapore Grand Prix-Sauber	Sergio P<e9>rez	Kamui Kobayashi	4	-4	-3.235	3.235
2011-Singapore Grand Prix-Toro Rosso	S<e9>bastien Buemi	Jaime Alguersuari	9	-9	1.228	-1.228
2011-Singapore Grand Prix-Virgin	Jerome d'Ambrosio	Timo Glock	6	-6	-0.209	0.209
2011-Singapore Grand Prix-Williams	Pastor Maldonado	Rubens Barrichello	2	-2	-0.188	0.188
2011-Spanish Grand Prix-Ferrari	Fernando Alonso	Felipe Massa	17	-17	0.924	-0.924
2011-Spanish Grand Prix-Force India	Paul di Resta	Adrian Sutil	1	-1	0.445	-0.445
2011-Spanish Grand Prix-HRT	Narain Karthikeyan	Vitantonio Liuzzi	3	-3	-0.099	0.099
2011-Spanish Grand Prix-Lotus	Jarno Trulli	Heikki Kovalainen	5	-5	-1.118	1.118
2011-Spanish Grand Prix-McLaren	Lewis Hamilton	Jenson Button	1	-1	0.035	-0.035
2011-Spanish Grand Prix-Mercedes	Michael Schumacher	Nico Rosberg	1	-1	1.618	-1.618
2011-Spanish Grand Prix-Red Bull	Sebastian Vettel	Mark Webber	3	-3	-0.2	0.2
2011-Spanish Grand Prix-Renault	Nick Heidfeld	Vitaly Petrov	3	-3	1.49	-1.49
2011-Spanish Grand Prix-Sauber	Sergio P<e9>rez	Kamui Kobayashi	1	-1	0.335	-0.335
2011-Spanish Grand Prix-Toro Rosso	S<e9>bastien Buemi	Jaime Alguersuari	2	-2	0.463	-0.463
2011-Spanish Grand Prix-Virgin	Timo Glock	Jerome d'Ambrosio	1	-1	1.241	-1.241
2011-Spanish Grand Prix-Williams	Pastor Maldonado	Rubens Barrichello	2	-2	3.958	-3.958
2011-Turkish Grand Prix-Ferrari	Fernando Alonso	Felipe Massa	8	-8	-0.802	0.802
2011-Turkish Grand Prix-Force India	Adrian Sutil	Paul di Resta	10	-10	0.118	-0.118
2011-Turkish Grand Prix-HRT	Narain Karthikeyan	Vitantonio Liuzzi	1	-1	-0.872	0.872
2011-Turkish Grand Prix-Lotus	Jarno Trulli	Heikki Kovalainen	1	-1	-1.339	1.339
2011-Turkish Grand Prix-McLaren	Lewis Hamilton	Jenson Button	2	-2	0.387	-0.387
2011-Turkish Grand Prix-Mercedes	Nico Rosberg	Michael Schumacher	7	-7	1.072	-1.072
2011-Turkish Grand Prix-Red Bull	Sebastian Vettel	Mark Webber	1	-1	0.405	-0.405
2011-Turkish Grand Prix-Renault	Nick Heidfeld	Vitaly Petrov	1	-1	-0.363	0.363
2011-Turkish Grand Prix-Sauber	Kamui Kobayashi	Sergio P<e9>rez	4	-4	2.195	-2.195
2011-Turkish Grand Prix-Toro Rosso	S<e9>bastien Buemi	Jaime Alguersuari	7	-7	0.317	-0.317
2011-Turkish Grand Prix-Virgin	Jerome d'Ambrosio	Timo Glock	4	-4	0.368	-0.368
2011-Turkish Grand Prix-Williams	Rubens Barrichello	Pastor Maldonado	2	-2	0.472	-0.472
2012-Abu Dhabi Grand Prix-Caterham	Heikki Kovalainen	Vitaly Petrov	3	-3	0.195	-0.195
2012-Abu Dhabi Grand Prix-Ferrari	Fernando Alonso	Felipe Massa	5	-5	0.141	-0.141
2012-Abu Dhabi Grand Prix-Force India	Paul di Resta	Nico H<fc>lkenberg	15	-15	-0.199	0.199
2012-Abu Dhabi Grand Prix-HRT	Pedro de la Rosa	Narain Karthikeyan	5	-5	0.616	-0.616
2012-Abu Dhabi Grand Prix-Lotus	Kimi R<e4>ikk<f6>nen	Romain Grosjean	18	-18	0.518	-0.518
2012-Abu Dhabi Grand Prix-Marussia	Timo Glock	Charles Pic	4	-4	-0.337	0.337
2012-Abu Dhabi Grand Prix-McLaren	Jenson Button	Lewis Hamilton	17	-17	-0.66	0.66
2012-Abu Dhabi Grand Prix-Mercedes	Michael Schumacher	Nico Rosberg	12	-12	-0.686	0.686
2012-Abu Dhabi Grand Prix-Red Bull	Sebastian Vettel	Mark Webber	17	-17	-0.095	0.095
2012-Abu Dhabi Grand Prix-Sauber	Kamui Kobayashi	Sergio P<e9>rez	9	-9	-0.522	0.522
2012-Abu Dhabi Grand Prix-Toro Rosso	Daniel Ricciardo	Jean-Eric Vergne	2	-2	1.293	-1.293
2012-Abu Dhabi Grand Prix-Williams	Pastor Maldonado	Bruno Senna	3	-3	1.104	-1.104
2012-Australian Grand Prix-Caterham	Heikki Kovalainen	Vitaly Petrov	1	-1	0.339	-0.339
2012-Australian Grand Prix-Ferrari	Fernando Alonso	Felipe Massa	12	-12	1.003	-1.003
2012-Australian Grand Prix-Force India	Paul di Resta	Nico H<fc>lkenberg	12	-12	-0.635	0.635
2012-Australian Grand Prix-Lotus	Kimi R<e4>ikk<f6>nen	Romain Grosjean	14	-14	-2.456	2.456
2012-Australian Grand Prix-Marussia	Timo Glock	Charles Pic	1	-1	0.747	-0.747
2012-Australian Grand Prix-McLaren	Jenson Button	Lewis Hamilton	2	-2	-0.152	0.152
2012-Australian Grand Prix-Mercedes	Nico Rosberg	Michael Schumacher	8	-8	-0.35	0.35
2012-Australian Grand Prix-Red Bull	Sebastian Vettel	Mark Webber	2	-2	-0.017	0.017
2012-Australian Grand Prix-Sauber	Kamui Kobayashi	Sergio P<e9>rez	2	-2	-1.668	1.668
2012-Australian Grand Prix-Toro Rosso	Daniel Ricciardo	Jean-Eric Vergne	2	-2	1.507	-1.507
2012-Australian Grand Prix-Williams	Pastor Maldonado	Bruno Senna	3	-3	0.755	-0.755
2012-Bahrain Grand Prix-Caterham	Vitaly Petrov	Heikki Kovalainen	1	-1	0.309	-0.309
2012-Bahrain Grand Prix-Ferrari	Fernando Alonso	Felipe Massa	2	-2	1.49	-1.49
2012-Bahrain Grand Prix-Force India	Paul di Resta	Nico H<fc>lkenberg	6	-6	1.385	-1.385
2012-Bahrain Grand Prix-HRT	Pedro de la Rosa	Narain Karthikeyan	1	-1	0.431	-0.431
2012-Bahrain Grand Prix-Lotus	Kimi R<e4>ikk<f6>nen	Romain Grosjean	1	-1	-0.781	0.781
2012-Bahrain Grand Prix-Marussia	Timo Glock	Charles Pic	5	-5	-0.222	0.222
2012-Bahrain Grand Prix-McLaren	Lewis Hamilton	Jenson Button	10	-10	0.191	-0.191
2012-Bahrain Grand Prix-Mercedes	Nico Rosberg	Michael Schumacher	5	-5	2.044	-2.044
2012-Bahrain Grand Prix-Red Bull	Sebastian Vettel	Mark Webber	3	-3	0.215	-0.215
2012-Bahrain Grand Prix-Sauber	Sergio P<e9>rez	Kamui Kobayashi	2	-2	0.412	-0.412
2012-Bahrain Grand Prix-Toro Rosso	Jean-Eric Vergne	Daniel Ricciardo	1	-1	-2.102	2.102
2012-Bahrain Grand Prix-Williams	Bruno Senna	Pastor Maldonado	1	-1	-1.595	1.595
2012-Belgian Grand Prix-Caterham	Vitaly Petrov	Heikki Kovalainen	3	-3	-0.228	0.228
2012-Belgian Grand Prix-Ferrari	Felipe Massa	Fernando Alonso	17	-17	-0.834	0.834
2012-Belgian Grand Prix-Force India	Nico H<fc>lkenberg	Paul di Resta	6	-6	0.035	-0.035
2012-Belgian Grand Prix-HRT	Pedro de la Rosa	Narain Karthikeyan	1	-1	1.959	-1.959
2012-Belgian Grand Prix-Lotus	Kimi R<e4>ikk<f6>nen	Romain Grosjean	21	-21	0.333	-0.333
2012-Belgian Grand Prix-Marussia	Timo Glock	Charles Pic	1	-1	1.157	-1.157
2012-Belgian Grand Prix-McLaren	Jenson Button	Lewis Hamilton	22	-22	0.821	-0.821
2012-Belgian Grand Prix-Mercedes	Michael Schumacher	Nico Rosberg	4	-4	1.1	-1.1
2012-Belgian Grand Prix-Red Bull	Sebastian Vettel	Mark Webber	4	-4	-0.4	0.4
2012-Belgian Grand Prix-Sauber	Kamui Kobayashi	Sergio P<e9>rez	8	-8	0.348	-0.348
2012-Belgian Grand Prix-Toro Rosso	Jean-Eric Vergne	Daniel Ricciardo	1	-1	0.189	-0.189
2012-Belgian Grand Prix-Williams	Bruno Senna	Pastor Maldonado	8	-8	-2.195	2.195
2012-Brazilian Grand Prix-Caterham	Vitaly Petrov	Heikki Kovalainen	3	-3	0.013	-0.013
2012-Brazilian Grand Prix-Ferrari	Fernando Alonso	Felipe Massa	1	-1	-0.266	0.266
2012-Brazilian Grand Prix-Force India	Nico H<fc>lkenberg	Paul di Resta	14	-14	0.915	-0.915
2012-Brazilian Grand Prix-HRT	Pedro de la Rosa	Narain Karthikeyan	1	-1	-0.123	0.123
2012-Brazilian Grand Prix-Lotus	Kimi R<e4>ikk<f6>nen	Romain Grosjean	11	-11	3.669	-3.669
2012-Brazilian Grand Prix-Marussia	Charles Pic	Timo Glock	4	-4	-0.596	0.596
2012-Brazilian Grand Prix-McLaren	Jenson Button	Lewis Hamilton	19	-19	-0.055	0.055
2012-Brazilian Grand Prix-Mercedes	Michael Schumacher	Nico Rosberg	8	-8	-0.845	0.845
2012-Brazilian Grand Prix-Red Bull	Mark Webber	Sebastian Vettel	2	-2	0.179	-0.179
2012-Brazilian Grand Prix-Sauber	Kamui Kobayashi	Sergio P<e9>rez	15	-15	-0.146	0.146
2012-Brazilian Grand Prix-Toro Rosso	Jean-Eric Vergne	Daniel Ricciardo	5	-5	-0.045	0.045
2012-Brazilian Grand Prix-Williams	Pastor Maldonado	Bruno Senna	1	-1	1.045	-1.045
2012-British Grand Prix-Caterham	Heikki Kovalainen	Vitaly Petrov	7	-7	-0.45	0.45
2012-British Grand Prix-Ferrari	Fernando Alonso	Felipe Massa	2	-2	-2.383	2.383
2012-British Grand Prix-Force India	Nico H<fc>lkenberg	Paul di Resta	11	-11	2.627	-2.627
2012-British Grand Prix-HRT	Pedro de la Rosa	Narain Karthikeyan	1	-1	0.298	-0.298
2012-British Grand Prix-Lotus	Kimi R<e4>ikk<f6>nen	Romain Grosjean	1	-1	-1.544	1.544
2012-British Grand Prix-Marussia	Timo Glock	Charles Pic	1	-1	-1.177	1.177
2012-British Grand Prix-McLaren	Lewis Hamilton	Jenson Button	2	-2	-1.797	1.797
2012-British Grand Prix-Mercedes	Michael Schumacher	Nico Rosberg	8	-8	5.088	-5.088
2012-British Grand Prix-Red Bull	Mark Webber	Sebastian Vettel	2	-2	0.406	-0.406
2012-British Grand Prix-Sauber	Kamui Kobayashi	Sergio P<e9>rez	11	-11	0.824	-0.824
2012-British Grand Prix-Toro Rosso	Daniel Ricciardo	Jean-Eric Vergne	1	-1	0.587	-0.587
2012-British Grand Prix-Williams	Bruno Senna	Pastor Maldonado	7	-7	-3.887	3.887
2012-Canadian Grand Prix-Caterham	Heikki Kovalainen	Vitaly Petrov	1	-1	0.219	-0.219
2012-Canadian Grand Prix-Ferrari	Fernando Alonso	Felipe Massa	5	-5	0.314	-0.314
2012-Canadian Grand Prix-Force India	Paul di Resta	Nico H<fc>lkenberg	1	-1	0.043	-0.043
2012-Canadian Grand Prix-HRT	Pedro de la Rosa	Narain Karthikeyan	1	-1	0.838	-0.838
2012-Canadian Grand Prix-Lotus	Romain Grosjean	Kimi R<e4>ikk<f6>nen	6	-6	0.089	-0.089
2012-Canadian Grand Prix-Marussia	Charles Pic	Timo Glock	1	-1	-0.354	0.354
2012-Canadian Grand Prix-McLaren	Lewis Hamilton	Jenson Button	15	-15	1.095	-1.095
2012-Canadian Grand Prix-Mercedes	Nico Rosberg	Michael Schumacher	16	-16	0.401	-0.401
2012-Canadian Grand Prix-Red Bull	Sebastian Vettel	Mark Webber	3	-3	0.562	-0.562
2012-Canadian Grand Prix-Sauber	Sergio P<e9>rez	Kamui Kobayashi	6	-6	-0.468	0.468
2012-Canadian Grand Prix-Toro Rosso	Daniel Ricciardo	Jean-Eric Vergne	1	-1	1.524	-1.524
2012-Canadian Grand Prix-Williams	Pastor Maldonado	Bruno Senna	4	-4	-0.061	0.061
2012-Chinese Grand Prix-Caterham	Vitaly Petrov	Heikki Kovalainen	5	-5	-0.214	0.214
2012-Chinese Grand Prix-Ferrari	Fernando Alonso	Felipe Massa	4	-4	-0.367	0.367
2012-Chinese Grand Prix-Force India	Paul di Resta	Nico H<fc>lkenberg	3	-3	0.428	-0.428
2012-Chinese Grand Prix-HRT	Pedro de la Rosa	Narain Karthikeyan	1	-1	0.589	-0.589
2012-Chinese Grand Prix-Lotus	Romain Grosjean	Kimi R<e4>ikk<f6>nen	8	-8	0.777	-0.777
2012-Chinese Grand Prix-Marussia	Timo Glock	Charles Pic	1	-1	0.435	-0.435
2012-Chinese Grand Prix-McLaren	Jenson Button	Lewis Hamilton	1	-1	-0.565	0.565
2012-Chinese Grand Prix-Mercedes	Nico Rosberg	Michael Schumacher	23	-23	0.57	-0.57
2012-Chinese Grand Prix-Red Bull	Mark Webber	Sebastian Vettel	1	-1	-0.259	0.259
2012-Chinese Grand Prix-Sauber	Kamui Kobayashi	Sergio P<e9>rez	1	-1	0.74	-0.74
2012-Chinese Grand Prix-Toro Rosso	Jean-Eric Vergne	Daniel Ricciardo	1	-1	-0.758	0.758
2012-Chinese Grand Prix-Williams	Bruno Senna	Pastor Maldonado	1	-1	-0.006	0.006
2012-European Grand Prix-Caterham	Vitaly Petrov	Heikki Kovalainen	1	-1	-0.162	0.162
2012-European Grand Prix-Ferrari	Fernando Alonso	Felipe Massa	15	-15	0.073	-0.073
2012-European Grand Prix-Force India	Nico H<fc>lkenberg	Paul di Resta	2	-2	0.24	-0.24
2012-European Grand Prix-HRT	Pedro de la Rosa	Narain Karthikeyan	1	-1	0.356	-0.356
2012-European Grand Prix-Lotus	Kimi R<e4>ikk<f6>nen	Romain Grosjean	18	-18	-0.008	0.008
